"","ID","mean_accuracy","mean_search","mean_confidence","mean_final_accuracy","AccStronger","MaxPoints","DotDiff","dprime","meta_dprime","mratio"
"428","psdjjy",0.744897959183674,0.173469387755102,1.8469387755102,0.775510204081633,0.8,7715,2.63928571428571,1.23732591007475,1.09197171958481,0.882525542133718
"429","pueagy",0.83,0.74,2.46,0.95,0.92,8650,3.32857142857143,1.91885874782147,1.00399116704194,0.523223071099842
"430","pwmkoa",0.78,0.39,1.87,0.88,0.98,8335,3.85357142857143,1.51447685712309,0.716960092459983,0.473404455860702
"431","pwrgag",0.76,0.86,2.28,0.97,0.98,8670,3.00714285714286,1.36778495063645,0.127678892491561,0.0933471979145185
"432","pypzdd",0.7,0.15,2.89,0.77,0.98,7505,2.85714285714286,1.27031981519153,2.52892403110166,1.99077744112837
"433","pyuakf",0.85,0.04,1.95,0.86,0.92,8565,3.05357142857143,1.84058484320435,0.116275217797263,0.0631729736483296
"434","pywqsk",0.69,0.04,2.9,0.71,0.9,7065,3.61071428571429,1.3705025505024,1.47103166179036,1.07335200598576
"435","pzlxpd",0.62,0.65,2.56,0.72,0.7,6485,2.52857142857143,0.617228349833784,0.501249240590392,0.812096917980802
"436","qbjmlb",0.65,0.02,2.65,0.66,0.82,6590,3.02857142857143,1.18672242311616,0.344230553997229,0.290068298442806
"437","qcdkcx",0.72,0.2,1.52,0.8,0.92,7900,3.03571428571429,1.93847568456489,1.5855249869293,0.817923587875794
"438","qcisop",0.82,0.07,2.26,0.83,0.94,8265,2.88571428571428,1.78892357268171,0.922309063435273,0.515566499049859
"439","qdqvvw",0.68,0.26,1.06,0.75,0.92,7355,2.57857142857143,1.05939242958529,0.358202870993187,0.338121040881338
"440","qejmwe",0.76,0.44,2.13,0.93,0.98,8915,3.2,1.40992883449782,1.12495551524665,0.797881061597924
"441","qfkldg",0.71,0.49,1.82,0.94,1,8825,3.26785714285714,1.31841021233835,1.80221685918748,1.36696215056696
"442","qfqqcg",0.71,0.11,1.75,0.72,0.9,7130,2.74642857142857,1.12431706209583,0.730073529067736,0.649348438870803
"443","qfrirw",0.65,0.13,1.96,0.68,0.8,6720,3.08928571428572,1.31298147897337,0.0478141897763088,0.0364164998075182
"444","qfxfal",0.76,0.06,2.43,0.77,0.98,7655,3.18214285714286,1.47380199209706,1.79477634135693,1.21778661650684
"445","qgegor",0.82,0.21,2.81,0.88,0.96,8575,3.23214285714286,1.78892357268171,1.48319495413896,0.829099116803271
"446","qgsxyv",0.85,0.31,2.01,0.93,0.86,9010,2.99642857142857,2.18240525226226,0.639532109612433,0.293040034131837
"447","qhjbdc",0.74,0.75,2.33,0.91,0.96,8275,2.79285714285714,1.45339823940103,0.881879510950128,0.606770730170668
"448","qidndc",0.6,0,2.2,0.6,0.68,6000,1.33571428571429,0.491429793833267,0.667628021507317,1.35854201329485
"449","qkxdlc",0.82,0.6,2.38,0.97,0.94,8950,2.93571428571429,1.78143311300461,1.65893334707012,0.931235270614299
"450","qnskfi",0.77,0.16,2.61,0.87,0.98,8545,3.19642857142857,1.48898504014086,1.90114956699107,1.27680904491238
"451","qogqua",0.693877551020408,0.0408163265306122,1.46938775510204,0.704081632653061,0.84,7080,2.58214285714286,1.00087556504666,0.647456236191167,0.646889842056424
"452","qozgyz",0.79,0.08,2.66,0.83,0.86,8245,2.90357142857143,1.99994306989441,1.50395264579658,0.751997728553336
"453","qpcbmy",0.72,0.31,2.57,0.82,0.82,7790,2.37142857142857,1.12224482135841,1.58109185444565,1.40886536017322
"454","qpknfg",0.81,0.28,1.36,0.9,0.94,8665,2.96071428571428,1.8040895187185,0.417992838337348,0.23169185009969
"455","qpunhj",0.69,0.74,1.56,0.75,0.82,6530,2.81071428571428,0.965815740295936,-0.43587931223974,-0.451306904675402
"456","qrhngp",0.646464646464647,0.252525252525253,2.18181818181818,0.737373737373737,0.92,7125,2.75,0.773128202344957,1.40871306760115,1.82209504623995
"457","qstero",0.828282828282828,0.656565656565657,1.46464646464646,0.96969696969697,0.96,8940,3.16428571428571,1.97773022332614,1.33126311660927,0.673126749496882
"458","qsveuf",0.68,0.24,2.09,0.73,0.82,7045,3.08928571428571,1.00772618091746,1.32434740399979,1.3141937056692
"459","qwjohq",0.8,0.47,2.09,0.94,0.96,8880,3.26071428571428,1.59352403190541,1.32323957774325,0.830385705674625
"460","qwuoax",0.62,0.24,1.51,0.67,0.76,6565,2.32142857142857,0.6117135469043,-0.0527785757056976,-0.0862798870039648
"461","qxomlv",0.69,0.04,1.68,0.7,0.8,6980,2.75714285714286,0.955286327237401,0.829830599777042,0.868672120720951
"462","qxyoxz",0.61,0.02,1.18,0.6,0.84,5960,2.76071428571429,1.54479464249114,0.0544219597911268,0.0352292520275483
"463","qzqbxm",0.7,0.71,1.81,0.87,0.94,8030,2.85714285714286,1.24959667473979,0.828937974513322,0.663364420912799
"464","raiien",0.7,0.95,2.52,0.93,0.9,8090,3.22857142857143,1.3649135772375,1.07626002060389,0.788518803353228
"465","raulaz",0.78,0.46,2.52,0.97,0.98,9200,3.40714285714286,2.60685253689982,2.80922771401493,1.07763200037229
"466","rbmaov",0.64,0.17,1.43,0.68,0.88,6715,2.75,0.704497006741004,0.340602916476447,0.483469643188511
"467","rbvojg",0.77,0.01,2.9,0.78,0.94,7795,3.31071428571429,2.06219300070374,2.50637224368405,1.2153916936139
"468","rciguo",0.83,0.45,2.22,0.97,0.9,9160,3.16785714285714,1.85660380480744,1.3522283945513,0.728334387255851
"469","rcnozv",0.81,0.12,2.15,0.83,1,8195,3.83928571428571,1.87576228830952,1.48565529391691,0.792027488331593
"470","rdagus",0.72,0.56,1.92,0.91,0.92,8505,3.23214285714286,1.26211471132568,1.33233129581853,1.0556340749876
"471","rdbssq",0.85,0.08,2.87,0.88,0.98,8745,3.25,2.05277996672723,2.55583705524249,1.24506137855451
"472","rdjdwd",0.75,0.3,1.26,0.86,0.96,8435,2.95,1.60470868271181,1.18618885578545,0.73919264509799
"473","rdwchy",0.84,0.44,1.59,0.9,0.98,8735,3.69285714285714,1.96231714743298,0.585938088518196,0.298594999939075
"474","remicc",0.65,0.15,1.79,0.71,0.88,6950,2.53928571428571,0.729009761150553,0.689123890829829,0.945287604575042
"475","rezzyp",0.85,0.12,2.14,0.86,1,8495,3.21785714285714,2.01630034483192,1.21716882157245,0.60366444150656
"476","rhavsq",0.64,0,2.68,0.64,0.9,6400,2.59285714285714,0.698182074111846,0.2148581674337,0.307739449923604
"477","riwsez",0.73,0.16,1.2,0.77,0.74,7605,2.71428571428571,1.23016414733283,0.207309021213163,0.168521429975534
"478","rjyjlg",0.75,0.39,1.51,0.76,0.88,7120,3.00357142857143,1.21490884700868,0.175217829954998,0.144223025773839
"479","rkcvfz",0.6,0.35,2.13,0.64,1,6000,3.06428571428571,1.26066965026329,0.192682861600781,0.152841675502016
"480","rknolh",0.85,0.45,2.13,0.98,1,9245,3.35357142857143,1.93811692172081,1.86598516467037,0.962782556489732
"481","rmaczh",0.82,0.61,1.88,0.99,1,9205,3.52142857142857,2.35958864673694,2.05997751334707,0.873023997719177
"482","rmopmn",0.82,0.8,2.76,0.97,0.94,8835,3.53928571428571,1.82040288782508,0.278910769663393,0.153213759178673
"483","rmwgqs",0.83,0.61,1.87,0.97,1,9005,3.29642857142857,2.36398083539576,1.4725680957312,0.622918795991284
"484","roelld",0.81,0.7,1.21,0.88,1,7910,2.91785714285714,1.71736934890948,-0.0476920296901574,-0.0277703976261376
"485","ropqoj",0.65,0.77,1.97,0.9,0.94,8105,2.73928571428571,0.862352164836533,-0.0217056959050311,-0.025170338511466
"486","rprqfi",0.66,0.07,2.5,0.7,0.86,6965,2.35357142857143,0.779639455829131,0.733049616311819,0.940241814124498
"487","rqkgfv",0.61,0.23,1.38,0.68,0.86,6685,2.69642857142857,0.573893458004035,0.466220539934344,0.812381694602042
"488","rqzdvs",0.75,0.76,1.67,0.98,0.94,8970,3.07142857142857,1.34364609613534,0.781142033337955,0.581359954518318
"489","rqzshj",0.71,0.72,1.68,0.88,0.94,7915,2.71071428571428,1.08000248612814,0.177474621853063,0.164327975289499
"490","rrmesi",0.82,0.35,2.56,0.94,0.96,9060,3.18928571428571,1.76811625643254,2.05844848010705,1.16420426124032
"491","rrpatk",0.74,0.17,2.85,0.75,0.88,7265,3.07142857142857,1.32841233329043,-0.814708207039834,-0.613294672612555
"492","rstsnh",0.76,0.51,1.62,0.83,0.94,7745,2.77857142857143,1.46278441939021,1.21083777371465,0.827762285176244
"493","rtulhu",0.78,0.66,2.14,1,0.94,9235,3.15357142857143,2.06043246962878,1.520911992066,0.738151827096776
"494","rtxupj",0.787878787878788,0.222222222222222,2.03030303030303,0.838383838383838,0.94,8260,2.87142857142857,1.56876154626706,0.611576725424196,0.389846836110606
"495","rukzhk",0.68,0,2.08,0.65,0.8,6500,2.63928571428571,0.869885586427839,0.220464045110469,0.253440278296596
"496","rwburd",0.69,0.02,1.35,0.69,0.86,6890,2.63214285714286,0.975568492364495,0.450545061930655,0.461828221654294
"497","rwyest",0.76,0.08,2.74,0.76,0.9,7560,2.72142857142857,1.46278441939021,0.643043778323776,0.439602561935846
"498","rwzpep",0.67,0.03,2.04,0.67,0.84,6685,2.69642857142857,0.694044161444853,0.761446722286384,1.09711566581183
"499","rxtzup",0.81,0.93,1.94,1,0.96,8890,3.3,1.82470070929352,0.862508633869617,0.472684988544538
"500","sanzxy",0.778947368421053,0.0105263157894737,2.24210526315789,0.789473684210526,1,7895,2.99642857142857,1.49989733568982,1.64057360779407,1.09379060070104
"501","sauxzf",0.79,0.28,1.22,0.84,1,8170,3.03571428571428,1.60026296662802,-0.373464974937723,-0.233377252817808
"502","sbgsnp",0.83,0.54,2.21,0.97,0.94,9055,3.49285714285714,1.89126254673546,2.15777735047896,1.14091898779656
"503","scntot",0.69,0.23,2.14,0.79,0.94,7755,2.79642857142857,1.32554168383991,1.19982244475818,0.905156329209095
"504","sdwqvn",0.85,0.01,1.77,0.82,0.84,8095,3.53571428571428,2.06305565354317,0.409002026654174,0.198250602668783
"505","seggwv",0.77,0.37,2.38,0.89,0.98,8505,3.3,1.93194499019739,2.09704642983038,1.08545866495718
"506","senyuo",0.8,0.14,1.56,0.82,0.84,8055,2.60714285714286,1.64001853981967,0.595342043285541,0.363009337291396
"507","sfadvb",0.73,0.66,1.55,0.88,0.9,8095,2.82142857142857,1.17799119439615,0.394048915725396,0.334509220102778
"508","sftkat",0.67,0.16,2.01,0.71,0.838235294117647,6980,2.8,0.889111706387809,0.579491405687593,0.651764453807374
"509","siblig",0.77,0.4,1.53,0.92,0.857142857142857,8835,2.95357142857143,1.87376178473587,1.0505679004947,0.560673138417534
"510","sicirx",0.72,0.07,1.89,0.73,0.88,7235,2.38214285714286,1.12174790718027,0.2118378435013,0.18884621236673
"511","sjbaqj",0.82,0.07,2.84,0.84,0.84,8365,2.92857142857143,1.76154280012025,0.755783436422173,0.429046308934746
"512","sjsouq",0.63,0.02,2.78,0.62,0.92,6190,2.61428571428571,0.668318256915085,-0.828091305407744,-1.23906731087994
"513","skeetv",0.73,0.01,2.01,0.72,0.98,7195,3.19642857142857,1.27789896764293,0.280111100632365,0.21919659356876
"514","snshfr",0.802083333333333,0.885416666666667,1.92708333333333,0.989583333333333,0.9,8870,3.26785714285714,1.61843363202995,0.398851862261183,0.246443137591571
"515","soychp",0.74,0,1.71,0.72,0.88,7200,2.98214285714286,1.36795490686007,-0.670856077007424,-0.490408034390017
"516","srvvpn",0.83,0.32,1.73,0.9,0.92,8630,3.3,1.81650594667518,1.28312140965261,0.706367855277962
"517","ssmshi",0.63,0.18,2.02,0.64,0.86,6310,2.18214285714286,0.875214697422533,1.26778312602654,1.44853957521521
"518","ssrwqq",0.72,0.6,1.56,0.82,0.96,7695,2.86428571428571,2.33320296591257,1.26392803977045,0.541713712109954
"519","sstnyt",0.75,0.13,2.24,0.78,0.98,7705,3.00357142857143,2.04087041649899,1.79519637273376,0.879622909039628
"520","stueok",0.71875,0.145833333333333,2.19791666666667,0.78125,0.98,7585,3.29642857142857,1.61466630241481,1.51742341344733,0.939775240975764
"521","supifp",0.74,0.03,1.09,0.75,0.96,7485,2.91428571428571,1.31698207404447,0.356114314133289,0.270401792971757
"522","swlyjv",0.74,0.97,1.32,0.75,0.74,6295,2.325,1.1928160769283,0.163073701342903,0.136713198704402
"523","sxeqsx",0.757575757575758,0,1.90909090909091,0.757575757575758,0.94,7600,3.01071428571429,1.36178023280174,1.07022053466278,0.785898127233717
"524","szuaim",0.84,0.41,2.19,0.94,0.92,8940,2.94285714285714,1.7964382384431,1.15997748769745,0.645709639705042
"525","taarym",0.71,0.5,1.8,0.83,0.877551020408163,7720,2.68214285714285,1.29222220196319,1.21271870594624,0.938475367551985
"526","tfnhuh",0.78,0.25,1.95,0.8,0.78,7755,2.88928571428571,1.492479709997,0.696399249245589,0.466605505308336
"527","thsqoy",0.72,0.36,1.78,0.77,0.92,7295,2.7,1.24139503562892,0.384003030519359,0.309331856095923
"528","tiircw",0.71,0,2.14,0.72,0.94,7200,2.91071428571428,1.09434844994929,0.0669114082666757,0.0611426902188022
"529","tjpjme",0.75,0.02,2.86,0.74,0.9,7390,2.96428571428571,1.33787178887416,1.66408483482872,1.24382982634612
"530","tjslvz",0.622448979591837,0.683673469387755,1.57142857142857,0.816326530612245,0.82,7275,2.79285714285714,0.650967190569038,1.00035923038383,1.53672757225963
"531","tjxwnl",0.74,0.68,1.94,0.83,0.94,7660,2.82857142857143,1.47681098191338,0.723423427786186,0.489855124755985
"532","tkddyw",0.64,0.09,2.13,0.66,0.72,6540,2.31071428571429,0.881028138042556,0.26952129704484,0.305916786771027
"533","tkiuxl",0.72,0.84,1.6,0.9,1,7950,2.69285714285714,1.15063005507686,0.591050045718663,0.513675132255418
"534","tlbhgj",0.76,0.29,2.26,0.84,0.94,8060,2.99285714285714,1.5018059080417,0.928245183073026,0.618085984415538
"535","tljqgt",0.755102040816326,0.642857142857143,1.48979591836735,0.86734693877551,0.96,8045,2.71428571428571,1.35782625970826,0.797430682897047,0.587284770194663
"536","tlmbpc",0.72,0.36,2.52,0.81,0.64,7650,3.02857142857143,1.12412262274001,1.05470735168698,0.938249378093791
"537","tnojna",0.78,0.26,2.1,0.89,0.92,8575,3.42857142857143,1.54255013965497,-0.160617544716884,-0.104124683268195
"538","togdqf",0.62,0.12,2.36,0.67,0.82,6640,2.35,0.599607931100312,0.891233332462703,1.48636014674997
"539","tsgzjk",0.683673469387755,0.326530612244898,2.52040816326531,0.806122448979592,0.84,7725,2.77857142857143,0.927667503516086,1.18113197287837,1.27322771187046
"540","tuahjl",0.73,0.58,2.1,0.94,0.88,8735,3.66428571428572,1.32681839639325,0.704022436444449,0.530609492872744
"541","tudrgk",0.66,0,2.02,0.67,0.76,6700,3.09285714285714,0.87879061768306,0.388054498450481,0.441577880603221
"542","tunbov",0.6,0.63,2.95,0.62,0.82,5330,2.48928571428571,0.79343319486867,0.633655101858855,0.798624390757609
"543","tusseo",0.696969696969697,0.373737373737374,2.62626262626263,0.808080808080808,0.94,7750,2.74285714285714,1.28266223265218,1.84598420596549,1.43918185082017
"544","tvfgvw",0.744897959183674,0.5,1.19387755102041,0.846938775510204,0.98,7890,2.58571428571428,1.21066352232355,0.191726706808533,0.158364981907247
"545","tvnyeh",0.68,1,2.45,0.82,0.94,6950,2.98571428571429,1.14862781325552,1.47806798355852,1.28681193899465
"546","twhwwl",0.7,0.45,1.75,0.84,0.96,7950,2.46071428571428,1.02339777611736,0.503024455579749,0.491523889653307
"547","txkdyt",0.727272727272727,0.0707070707070707,2.32323232323232,0.737373737373737,0.94,7350,2.60714285714286,1.29280958621341,0.937565624780463,0.725215557479396
"548","tycaqn",0.73,0.26,2.56,0.79,0.92,7620,2.67142857142857,1.32749228992126,0.998321821078815,0.752035871438495
"549","tykzjy",0.62,0.25,1.75,0.72,0.88,7030,2.83571428571428,0.597411192242838,0.48206945199341,0.806930734229458
"550","tzlsew",0.7,0.18,1.6,0.71,0.92,6980,2.45357142857143,1.13086591044191,1.12113043612328,0.991391132910862
"551","uamkuy",0.84,0,2.43,0.84,0.98,8400,3.22142857142857,1.85175631327846,0.898268800378087,0.485090178408917
"552","udzhke",0.71,0,1.48,0.71,0.96,7100,3.03928571428571,1.12431706209583,1.11572896414249,0.992361498154858
"553","ufguqm",0.7,0.18,2.85,0.75,0.9,7320,2.68928571428571,0.986788034752569,1.85565905584381,1.88050421214228
"554","ufhfuv",0.8,0.7,1.74,0.86,0.96,7935,2.71071428571429,1.7535068337359,1.01131706624736,0.576739734793456
"555","ufhprl",0.75,0.01,2.39,0.75,0.94,7495,2.42857142857143,1.46910637262164,0.855674550509549,0.582445605339377
"556","ugcqsq",0.73,0,1.71,0.7,0.94,7000,3.20357142857143,1.34383162260083,0.834049475913,0.6206502822867
"557","ugfplf",0.81,0.43,2.19,0.95,0.94,8940,3.19642857142857,1.74311105091676,1.11616786560516,0.640330898606906
"558","uhbswz",0.82,0.77,1.67,1,0.96,9045,3.30714285714286,2.35427149863334,1.67956761542968,0.713412882246024
"559","uhsxyv",0.6,0.01,2.28,0.6,0.76,5980,2.15,0.499515991358102,0.234459770839203,0.469373903729779
"560","uibzfo",0.61,0.31,2.75,0.68,0.56,6410,2.05357142857143,0.43992636736602,0.429239492971068,0.975707583841955
"561","uirolo",0.66,0.04,1.34,0.65,0.8,6480,2.00357142857143,0.762032755628488,0.0831027042701719,0.109053979184442
"562","ujazba",0.75,0.06,1.92,0.76,0.96,7555,2.69285714285714,1.38548143109484,0.788808821965507,0.569339151187449
"563","ukkrwh",0.68,0.6,1.34,0.78,0.88,7080,2.67857142857143,0.969969966185001,0.561706811054619,0.579097117062164
"564","ulcuhw",0.68,0.73,2.26,0.92,0.86,8340,2.86428571428571,0.843576237104373,1.01962716333583,1.20869592869966
"565","umsydg",0.85,0.73,1.92,0.98,0.94,8940,2.98571428571428,2.02607749187986,1.48087129214632,0.730905554245272
"566","upspxt",0.747474747474748,0.696969696969697,1.73737373737374,0.929292929292929,0.92,8580,2.99642857142857,1.32265494227871,0.658399020036996,0.497785929641395
"567","uqgulm",0.74,0.72,1.15,0.85,0.92,7735,2.83571428571428,1.26970875567268,-0.210996489328532,-0.166177076739734
"568","uqpkkw",0.806122448979592,0.683673469387755,1.35714285714286,0.969387755102041,0.96,8830,2.93571428571428,1.68157423617643,0.458568075500088,0.272701653982747
"569","uracvw",0.63,0,1.89,0.63,0.82,6300,2.425,0.606986834803486,1.28662203736454,2.11968689202476
"570","usduom",0.8,0.27,1.55,0.9,0.88,8715,2.63928571428571,1.6697941408851,1.12978974687589,0.67660421079034
"571","ushmwj",0.71,0.97,1.7,0.88,0.86,7610,2.56071428571428,1.05326079090203,0.443710768795612,0.421273413601214
"572","utivyu",0.69,0.12,1.37,0.71,0.86,6965,2.61071428571429,0.95692829127449,0.0283303774824055,0.0296055386184409
"573","uueazc",0.78,0.01,1.92,0.78,0.98,7795,3.2,1.5515583633531,0.926493895320946,0.597137637361371
"574","uwnxou",0.717171717171717,0.626262626262626,1.65656565656566,0.919191919191919,0.88,8480,2.75357142857143,1.40189881363523,1.06087258287457,0.756739767917804
"575","uxwsge",0.79,0.97,1.39,0.99,0.96,8665,3.72142857142857,1.60865268255149,0.106667682190068,0.0663087087393425
"576","vcemew",0.69,0.07,1.16,0.71,0.94,7065,2.22857142857143,0.979381653014469,-0.0935106159636867,-0.0954792400652672
"577","vcuixl",0.62,0.17,2.06,0.61,0.62,5940,1.75,0.593940662268341,0.076562788683907,0.128906460775902
"578","vdydgj",0.76,0.46,2.02,0.84,0.94,7975,2.71071428571429,1.37866115973955,0.550138052788839,0.399037899125822
"579","vewebq",0.68,0.34,2.55,0.73,0.82,6980,2.96785714285714,0.933587091648101,1.78900170653352,1.91626654067733
"580","vgxwui",0.71,0.24,2.31,0.77,0.86,7460,2.33571428571428,1.0883418691391,0.516267971514974,0.474361950186985
"581","vhcpzn",0.606060606060606,0,2.5959595959596,0.616161616161616,0.8,6100,3.00714285714286,0.556012616074122,1.01257894512204,1.82114382992175
"582","vlxrmt",0.81,0.1,1.87,0.86,0.96,8505,3.01785714285714,2.0744314928004,1.01059563615844,0.487167515372696
"583","vmwiiv",0.76,0.08,2.94,0.76,0.96,7560,3.21428571428571,1.57888229246631,2.18763651079985,1.38556022905458
"584","vmxmde",0.74,0.11,2.33,0.81,0.96,8015,3.6,1.36795490686007,1.04093515068212,0.760942590623425
"585","vndqrn",0.727272727272727,0.424242424242424,2.75757575757576,0.727272727272727,0.88,6805,2.57142857142857,1.21356749649194,1.27412762845001,1.04990256589199
"586","vnrxhl",0.83,0.49,2.08,0.95,0.9,8925,3.26428571428571,1.96904208749357,1.92665604954026,0.978473777568026
"587","vokgop",0.67,0.18,1.84,0.75,0.82,7410,2.8,0.868217946089522,0.785483015400007,0.904707186643451
"588","vovqnr",0.84,0.27,2.24,0.93,0.88,8955,3.44285714285714,2.23704576585126,1.63682169412243,0.731688961892817
"589","vpeoav",0.82,0.28,2.02,0.89,0.94,8550,2.63928571428571,1.80279270967381,1.96672328599729,1.09093146175033
"590","vppufq",0.6,0.04,1.54,0.61,0.84,6080,2.275,0.490359200376465,0.459259877141505,0.936578485299992
"591","vqiuhs",0.73,0.59,2.46,0.92,0.942307692307692,8490,3.04285714285714,1.25755302836574,1.01139450697944,0.804255951173528
"592","vrodkk",0.74,0.26,2.03,0.8,0.94,7720,2.96071428571428,1.47681098191338,0.550613827932376,0.372839743661029
"593","vsohaa",0.78,0.32,2.7,0.89,0.94,8650,3.42142857142857,2.14677603557603,1.56071088353898,0.727002191973047
"594","vtshoo",0.77,0.44,1.65,0.89,0.84,8365,2.98571428571429,1.23349456196869,0.891607935984679,0.722830860771407
"595","vumkpn",0.73,0.32,2.86,0.81,0.72,7760,2.93928571428571,1.15563916729524,0.431533320814614,0.373415277906003
"596","vuxvkr",0.793814432989691,0.381443298969072,2.07216494845361,0.948453608247423,0.84,9150,3.14285714285714,1.79535758202549,1.09536339621699,0.610108764506524
"597","vwwhkg",0.73,0.27,1.91,0.77,0.9,7565,2.68214285714286,1.25755302836574,0.759422673796041,0.603889185319648
"598","vzwblg",0.83,1,1.65,0.93,0.94,8050,3.03928571428571,2.08093019641122,0.148401190079755,0.0713148333066088
"599","waiosh",0.74,0.45,1.56,0.81,0.88,7725,2.94642857142857,1.28685238585067,0.379664124351857,0.295033158834984
"600","waqmdf",0.68,0.78,1.97,0.75,0.88,6660,2.37142857142857,0.912339537931356,-0.00991300393382052,-0.0108654766363599
"601","wblvzc",0.74,0.1,2.33,0.73,0.979591836734694,7205,2.88571428571429,1.36074752042904,1.00286537991322,0.736995926766066
"602","wcpavc",0.71,0.01,2.67,0.72,0.84,7195,3.27857142857143,1.46523379268552,0.653135188932062,0.445754931528693
"603","wduzij",0.77,0.51,1.53,0.92,0.98,8675,3.01428571428571,1.45099731131738,0.798323660780615,0.550189620996474
"604","webcou",0.804123711340206,0.381443298969072,2.51546391752577,0.958762886597938,0.96,9105,3.67857142857143,1.67478070592654,2.2629607831794,1.35119826444828
"605","wedehs",0.65,0.19,1.73,0.67,0.68,6530,2.51428571428572,0.635167660807064,0.219307881039103,0.345275577727688
"606","wetvle",0.69,0.05,1.99,0.69,0.94,6815,2.89285714285714,1.20528071956075,0.962446340392212,0.798524629799904
"607","wfwfen",0.84,0.47,2.4,0.96,1,8990,3.58214285714286,2.64707536786637,2.76257905063477,1.04363445188246
"608","wgyuhs",0.78,0.37,2.25,0.81,0.9,7720,3.05,1.66827162823104,1.39020897337296,0.833322913275865
"609","whcayi",0.75,0.23,2.29,0.81,0.96,7850,3.725,1.45459922217906,0.735940568836728,0.5059404388614
"610","wijioo",0.81,0.03,2.26,0.82,0.92,8185,3.00357142857143,1.87576228830952,1.33399651173293,0.711175675109214
"611","wixagw",0.79,0.78,1.47,0.91,0.9,8245,2.92142857142857,1.55687736395148,0.752490325860192,0.483333076376877
"612","wizxub",0.78,0.02,2.5,0.69,0.9,6875,3.45357142857143,1.50689988262463,-0.178967510361585,-0.118765362201681
"613","wjieli",0.7,0,1.62,0.7,0.84,7000,2.31428571428571,0.986788034752568,-0.404808241495871,-0.410228161711927
"614","wlblkz",0.68,0.14,1.16,0.71,0.88,7030,2.94285714285714,1.07070471188283,0.784557209774416,0.732748442280387
"615","wlkttx",0.82,0.35,2.83,0.94,0.9,9045,2.9,1.77606694748745,0.998318821952539,0.56209526525159
"616","wmfglg",0.74,0.01,2.92,0.74,0.9,7395,3.11785714285714,1.4800368234089,1.50758973333747,1.0186163678449
"617","wmuiyt",0.75,0.02,2.56,0.76,0.9,7590,2.96071428571428,1.31595062213582,0.922077040726662,0.700692735134779
"618","wnmwin",0.82,0.01,2.02,0.82,0.96078431372549,8195,3.15,1.79480071738731,0.0403666634455788,0.0224908888516272
"619","wnyjgz",0.79,0.14,1.73,0.82,0.86,8100,2.68214285714286,1.60911869428093,0.734792002320113,0.456642511787157
"620","wnyuax",0.79,0.89,1.18,0.9,0.96,7895,2.78571428571428,1.60026296662802,-0.541777408226523,-0.338555237185876
"621","woilsy",0.71,0.32,1.85,0.82,0.96,7890,2.83571428571428,1.21371446322802,1.18470819605306,0.976101242875684
"622","wpkqvw",0.7,0.02,1.25,0.7,0.92,6990,2.48571428571429,1.14899233074232,0.140916262088707,0.122643344362156
"623","wqdbfl",0.77,0.99,1.49,0.98,0.92,8570,3.16071428571428,1.45135793376598,0.171454041173635,0.118133533558291
"624","wqiotn",0.78,0.87,1.32,0.97,0.92,8710,3.03214285714286,1.82690332114233,0.217735951663749,0.119183072877443
"625","wqtxpa",0.81,0.2,2.77,0.91,0.92,8925,2.92142857142857,1.98976924062217,2.1125172769134,1.06168958378955
"626","wqyqdy",0.75,0.54,2.24,0.83,0.84,7670,2.88928571428571,1.56825162511289,1.02408143262357,0.653008366912968
"627","wtdyqx",0.62,0.11,1.79,0.68,0.9,6670,2.83214285714286,0.602006499049553,0.311500257443158,0.517436701987361
"628","wttzoo",0.816326530612245,0.510204081632653,2.25510204081633,0.989795918367347,0.92,9260,3.17142857142857,1.80621140127388,1.4474197268119,0.801356765764554
"629","wvlnpd",0.83,0.87,1.4,0.95,0.9,8420,2.55357142857143,1.89126254673546,0.692119714284598,0.365956442948272
"630","wxajhf",0.79,0.39,2.45,0.94,0.96,8965,2.98571428571428,1.71887252485592,1.35963619023022,0.791004667634782
"631","wztkob",0.85,0.22,2.43,0.93,0.92,9025,3.11428571428571,2.31440676873265,2.1870859910974,0.944987726723177
"632","wzubrp",0.85,0.32,2.92,0.9,0.9,8720,2.90714285714286,2.0519774050165,2.43877097434551,1.18849796707479
"633","xakfhm",0.85,0,2.08,0.85,0.98,8500,3.33214285714286,2.02557859064378,0.738134345391674,0.364406668198975
"634","xaoaob",0.68,0.27,2.22,0.68,0.88,6505,2.47857142857143,0.89045553512503,0.319448186193263,0.358746926255457
"635","xcgaji",0.7,0.28,2.53,0.8,0.92,7695,2.50714285714286,1.04443693815621,1.13744942735075,1.08905515095889
"636","xdbfyb",0.676767676767677,0.818181818181818,1.58585858585859,0.878787878787879,0.86,7930,2.70714285714286,0.98449981486972,0.64632517391818,0.656501061916104
"637","xdcxqc",0.78,0.12,1.44,0.82,0.88,8080,2.71785714285714,1.51932176559731,0.385974879897236,0.254044198297583
"638","xddxry",0.79,0.68,1.76,0.99,0.96,9110,3.61428571428571,1.81788673103961,2.20827820155291,1.21475016228874
"639","xdekgz",0.72,0.49,1.39,0.83,0.98,7980,2.74642857142857,1.14246494574137,0.551736659834788,0.482935307460793
"640","xdmyfp",0.72,0.41,1.6,0.85,0.86,8010,2.56071428571429,1.1377153131012,0.830938592881022,0.730357219695005
